Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
31452235,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
31573724,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
31952268,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
32077719,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
32452467,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
32581666,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
32952719,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
33085605,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
33452843,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
33589516,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
33952878,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
34093464,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
34453024,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
34597400,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
34953223,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
35101434,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
35453347,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
35605283,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
35953533,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
36109336,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
36453671,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
36613156,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
36953707,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
37117236,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
37453905,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
37621139,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
37954055,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
38125044,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
38454007,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
38629074,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
38954282,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
39133007,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
39454297,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
39636843,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
39954619,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
40140828,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
40454718,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
40644940,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
40954713,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
41149036,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
41454935,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
41652853,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
41955124,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
42156798,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
42455309,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
42660705,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
42955298,000003AF,false,Rx,0,8,B9,00,00,00,00,00,00,00,
43164714,000003CF,false,Rx,0,8,69,00,A3,A3,A3,A3,A3,A3,
